fighter1,fighter2,event,fight_outcome,origin_fight_url,fighter1_Weight,fighter1_Reach,fighter1_Stance,fighter1_SLpM,fighter1_StrAcc,fighter1_SApM,fighter1_StrDef,fighter1_TDAvg,fighter1_TDAcc,fighter1_TDDef,fighter1_SubAvg,fighter2_Weight,fighter2_Reach,fighter2_Stance,fighter2_SLpM,fighter2_StrAcc,fighter2_SApM,fighter2_StrDef,fighter2_TDAvg,fighter2_TDAcc,fighter2_TDDef,fighter2_SubAvg,fighter1_Wins,fighter1_Losses,fighter1_Draws,fighter2_Wins,fighter2_Losses,fighter2_Draws,fighter1_Height_in,fighter2_Height_in,fighter1_Age,fighter2_Age
Nate Diaz,Donald Cerrone,UFC 141: Lesnar vs Overeem,fighter1,http://ufcstats.com/fight-details/d940ffe543c4e38b,170.0,76,Southpaw,4.57,45,3.77,52,1.05,30,41,1.3,155.0,73,Orthodox,4.41,46,4.48,53,1.16,33,73,1.2,22,13,0,36,17,0,72.0,73.0,39.0,41.0
Nam Phan,Jimy Hettes,UFC 141: Lesnar vs Overeem,fighter2,http://ufcstats.com/fight-details/eeef3df8adb8acc7,135.0,70,Orthodox,4.52,37,6.55,59,0.18,18,60,0.2,145.0,71,Southpaw,3.47,57,3.5,57,5.2,44,61,1.4,21,17,0,11,3,0,66.0,69.0,42.0,37.0
Vladimir Matyushenko,Alexander Gustafsson,UFC 141: Lesnar vs Overeem,fighter2,http://ufcstats.com/fight-details/607722017a9d7e22,205.0,74,Orthodox,1.9,44,1.62,59,3.25,46,70,0.1,205.0,79,Orthodox,4.03,40,3.53,51,1.53,39,83,0.4,27,8,0,18,8,0,72.0,77.0,54.0,38.0
Anthony Njokuani,Danny Castillo,UFC 141: Lesnar vs Overeem,fighter2,http://ufcstats.com/fight-details/68137e9ff22d426b,155.0,75,Orthodox,3.94,46,2.41,65,0.5,45,53,0.2,155.0,71,Orthodox,2.57,42,1.96,62,2.95,38,63,0.2,16,12,0,17,10,0,73.0,69.0,45.0,45.0
Ross Pearson,Junior Assuncao,UFC 141: Lesnar vs Overeem,fighter1,http://ufcstats.com/fight-details/434411f139e51760,155.0,69,Orthodox,3.68,40,4.09,62,0.74,35,75,0.0,145.0,72,Orthodox,3.31,62,2.06,44,2.43,24,66,0.7,20,16,0,16,6,0,68.0,69.0,40.0,43.0
Jon Fitch,Johny Hendricks,UFC 141: Lesnar vs Overeem,fighter2,http://ufcstats.com/fight-details/b9508f47504ccc59,170.0,74,Orthodox,2.61,50,1.65,54,3.6,51,56,0.8,185.0,69,Southpaw,3.49,45,3.99,53,3.83,46,63,0.3,30,7,1,18,8,0,72.0,69.0,47.0,41.0
Thiago Tavares,Sam Stout,UFC 142: Aldo vs Mendes,fighter1,http://ufcstats.com/fight-details/977e37adadd1b8ad,145.0,70,Orthodox,2.0,40,2.31,62,3.83,42,62,1.5,155.0,70,Orthodox,4.17,28,4.08,57,0.63,38,77,0.1,21,7,1,20,12,1,67.0,69.0,40.0,40.0
Iuri Alcantara,Michihiro Omigawa,UFC 142: Aldo vs Mendes,fighter1,http://ufcstats.com/fight-details/0be68308b5d63a47,135.0,71,Southpaw,2.72,45,2.79,49,1.44,62,60,0.8,145.0,68,Orthodox,2.01,39,3.06,64,1.19,36,49,1.5,35,10,0,17,14,1,69.0,66.0,44.0,49.0
Rousimar Palhares,Mike Massenzio,UFC 142: Aldo vs Mendes,fighter1,http://ufcstats.com/fight-details/c715c165cb3469d2,170.0,71,Orthodox,1.75,51,2.04,59,3.93,45,0,4.1,185.0,73,Southpaw,2.08,45,3.59,54,2.74,24,50,1.4,19,8,0,13,9,0,68.0,74.0,45.0,42.0
Vitor Belfort,Anthony Johnson,UFC 142: Aldo vs Mendes,fighter1,http://ufcstats.com/fight-details/50bdcb20286690ff,185.0,74,Southpaw,1.59,46,2.83,50,1.02,60,53,0.6,205.0,78,Orthodox,3.25,47,1.83,60,2.43,57,77,0.6,26,14,0,22,6,0,72.0,74.0,47.0,41.0
Edson Barboza,Terry Etim,UFC 142: Aldo vs Mendes,fighter1,http://ufcstats.com/fight-details/11e7f12ecb2d1597,145.0,75,Orthodox,4.11,44,4.65,56,0.45,50,72,0.1,155.0,73,Orthodox,2.16,35,2.53,67,0.43,30,39,1.4,24,12,0,16,5,0,71.0,73.0,39.0,39.0
Erick Silva,Carlo Prater,UFC 142: Aldo vs Mendes,fighter2,http://ufcstats.com/fight-details/b2a91be41c3233cd,170.0,74,Orthodox,2.5,48,4.18,49,0.85,35,56,1.4,155.0,72,Switch,2.03,47,4.07,35,0.43,9,57,1.7,19,9,0,31,18,1,72.0,71.0,40.0,43.0
Brock Lesnar,Alistair Overeem,UFC 141: Lesnar vs Overeem,fighter2,http://ufcstats.com/fight-details/5c3325b7da3f7828,265.0,81,Orthodox,3.53,72,2.11,50,3.9,55,60,0.5,265.0,80,Orthodox,3.67,64,2.44,57,1.42,55,73,0.8,5,3,0,47,19,0,75.0,76.0,47.0,44.0
Rich Attonito,Jake Hecht,UFC 140: Jones vs Machida,fighter2,http://ufcstats.com/fight-details/d6d812269487071e,170.0,72,Orthodox,2.28,47,2.13,59,0.74,37,75,0.0,170.0,73,Orthodox,3.26,47,2.76,56,2.04,37,40,0.0,10,5,0,11,4,0,70.0,72.0,47.0,41.0
Jose Aldo,Chad Mendes,UFC 142: Aldo vs Mendes,fighter1,http://ufcstats.com/fight-details/9afcb091777f6a83,135.0,70,Orthodox,3.62,46,3.72,60,0.49,53,92,0.1,145.0,66,Orthodox,2.78,49,2.35,67,4.13,55,100,0.3,32,9,0,18,5,0,67.0,66.0,38.0,39.0
Walel Watson,Yves Jabouin,UFC 140: Jones vs Machida,fighter2,http://ufcstats.com/fight-details/fef109b9f26585b3,135.0,75,Orthodox,2.1,29,3.79,43,0.0,0,61,1.4,135.0,68,Orthodox,3.06,41,2.93,62,1.94,60,82,0.1,14,10,0,20,11,0,71.0,67.0,40.0,45.0
Mark Bocek,Nik Lentz,UFC 140: Jones vs Machida,fighter1,http://ufcstats.com/fight-details/70995170c27c4143,155.0,75,Orthodox,2.34,43,2.32,60,3.65,36,31,1.3,145.0,68,Orthodox,3.44,47,3.25,50,3.3,32,43,1.2,12,5,0,30,12,2,68.0,68.0,43.0,40.0
Mitch Clarke,John Cholish,UFC 140: Jones vs Machida,fighter2,http://ufcstats.com/fight-details/e094423979fc7c6a,155.0,73,Orthodox,2.35,34,3.27,47,0.64,15,50,0.4,155.0,74,Orthodox,2.65,49,2.29,73,1.82,31,78,0.4,11,5,0,8,3,0,70.0,71.0,39.0,41.0
Mark Hominick,Chan Sung Jung,UFC 140: Jones vs Machida,fighter2,http://ufcstats.com/fight-details/8abe79e6d300b639,145.0,68,Orthodox,4.08,42,4.18,69,0.25,66,71,0.9,145.0,72,Orthodox,3.93,41,4.52,52,0.7,44,72,0.6,20,12,0,17,8,0,68.0,67.0,42.0,38.0
Claude Patrick,Brian Ebersole,UFC 140: Jones vs Machida,fighter2,http://ufcstats.com/fight-details/dbe53d31f4c1ccf7,170.0,75,Orthodox,1.8,55,0.89,69,2.32,53,84,1.7,170.0,73,Southpaw,2.32,49,2.14,56,1.7,23,61,0.1,14,2,0,51,18,1,71.0,72.0,44.0,44.0
Jared Hamman,Constantinos Philippou,UFC 140: Jones vs Machida,fighter2,http://ufcstats.com/fight-details/76d18b94f580be6e,185.0,75,Orthodox,5.15,42,3.93,55,1.57,46,30,0.0,185.0,73,Orthodox,2.19,35,2.73,54,0.4,42,65,0.3,14,6,0,13,5,0,75.0,71.0,43.0,45.0
Krzysztof Soszynski,Igor Pokrajac,UFC 140: Jones vs Machida,fighter2,http://ufcstats.com/fight-details/e03ec6b24fca2386,205.0,77,Open Stance,3.37,39,3.13,58,0.52,25,71,1.0,205.0,74,Orthodox,2.25,45,4.26,40,0.87,29,51,0.2,26,12,1,28,13,0,73.0,72.0,47.0,46.0
Frank Mir,Antonio Rodrigo Nogueira,UFC 140: Jones vs Machida,fighter1,http://ufcstats.com/fight-details/92d0c39f0df77c7e,264.0,79,Southpaw,2.18,47,3.84,38,2.02,40,54,2.0,240.0,77,Orthodox,1.95,42,2.4,55,1.3,29,36,2.4,18,11,0,34,10,1,75.0,75.0,45.0,48.0
Jon Jones,Lyoto Machida,UFC 140: Jones vs Machida,fighter1,http://ufcstats.com/fight-details/834968d130e1f0e9,248.0,84,Orthodox,4.38,58,2.24,64,1.89,45,95,0.5,185.0,74,Southpaw,2.59,53,1.57,61,1.21,65,75,0.4,28,1,0,24,8,0,76.0,73.0,37.0,46.0
Dustin Pague,John Albert,The Ultimate Fighter: Team Bisping vs Team Miller Finale,fighter2,http://ufcstats.com/fight-details/72481ce1897251cd,135.0,74,Orthodox,1.65,53,2.96,41,1.03,44,55,2.6,135.0,68,Orthodox,3.05,49,2.82,35,0.0,0,50,6.1,12,11,0,6,5,0,69.0,68.0,37.0,38.0
Tito Ortiz,Rogerio Nogueira,UFC 140: Jones vs Machida,fighter2,http://ufcstats.com/fight-details/69d6d58d58cb81e3,205.0,74,Orthodox,2.59,46,2.88,60,2.47,35,54,0.6,205.0,75,Southpaw,2.43,35,2.34,59,0.64,44,62,0.8,19,12,1,23,10,0,75.0,74.0,50.0,48.0
John Makdessi,Dennis Hallman,UFC 140: Jones vs Machida,fighter2,http://ufcstats.com/fight-details/fd0c847858bd346f,155.0,68,Orthodox,5.52,49,4.15,68,0.0,0,86,0.0,155.0,72,Orthodox,1.12,44,1.96,43,1.79,30,25,2.1,18,9,0,53,20,2,68.0,69.0,39.0,49.0
Tony Ferguson,Yves Edwards,The Ultimate Fighter: Team Bisping vs Team Miller Finale,fighter1,http://ufcstats.com/fight-details/381b2df85ac06615,170.0,76,Orthodox,4.91,45,4.37,55,0.39,35,66,0.9,155.0,73,Southpaw,2.91,42,2.34,66,0.76,53,69,0.7,26,11,0,42,22,1,71.0,69.0,41.0,48.0
Louis Gaudinot,Johnny Bedford,The Ultimate Fighter: Team Bisping vs Team Miller Finale,fighter2,http://ufcstats.com/fight-details/25783a9abbfee4fc,125.0,63,Orthodox,2.34,37,6.42,48,0.57,40,31,1.1,135.0,71,Orthodox,4.53,50,1.75,63,1.83,62,62,0.0,8,4,0,21,13,1,63.0,70.0,40.0,42.0
Diego Brandao,Dennis Bermudez,The Ultimate Fighter: Team Bisping vs Team Miller Finale,fighter1,http://ufcstats.com/fight-details/6e85d8d17c3eed58,145.0,64,Orthodox,2.94,47,3.38,62,3.21,68,80,0.6,155.0,66,Orthodox,4.42,46,3.07,59,3.89,40,82,1.1,22,11,0,17,9,0,67.0,66.0,37.0,38.0
TJ Dillashaw,John Dodson,The Ultimate Fighter: Team Bisping vs Team Miller Finale,fighter2,http://ufcstats.com/fight-details/9a3908ab337c5f3f,135.0,67,Orthodox,5.09,41,3.47,62,1.56,30,77,0.8,135.0,66,Orthodox,3.2,40,3.58,61,0.71,28,82,0.0,18,5,0,22,12,0,66.0,63.0,39.0,40.0
John Alessio,Shane Roller,UFC 148: Silva vs Sonnen 2,fighter2,http://ufcstats.com/fight-details/5c783d455daff573,155.0,72,Orthodox,2.1,39,2.91,54,1.85,38,70,1.2,155.0,72,Orthodox,2.04,34,2.65,60,2.46,33,42,1.9,35,17,0,11,7,0,70.0,70.0,45.0,45.0
Raphael Assuncao,Issei Tamura,UFC on FUEL TV: Munoz vs Weidman,fighter1,http://ufcstats.com/fight-details/a914df32b95a1abc,135.0,66,Orthodox,3.22,42,2.5,66,1.65,39,78,0.2,135.0,63,Orthodox,1.89,53,4.58,44,0.92,25,33,0.0,28,10,0,10,8,0,65.0,65.0,42.0,41.0
Kyle Noke,Charlie Brenneman,UFC 152: Jones vs Belfort,fighter1,http://ufcstats.com/fight-details/87790788d1bb3b75,170.0,76,Southpaw,3.23,50,2.09,64,1.53,54,66,0.8,155.0,70,Orthodox,1.52,56,1.55,46,4.23,42,72,0.0,22,10,1,19,8,0,73.0,70.0,45.0,44.0
Ken Stone,Erik Perez,UFC 150: Henderson vs Edgar II,fighter2,http://ufcstats.com/fight-details/19da5aa17c896a1a,135.0,71,Southpaw,3.85,49,2.9,48,1.24,33,60,0.6,135.0,68,Orthodox,3.16,40,2.09,66,3.16,55,69,0.2,11,4,0,17,6,0,68.0,68.0,42.0,35.0
Dustin Pague,Chico Camus,UFC 150: Henderson vs Edgar II,fighter2,http://ufcstats.com/fight-details/be6d6abb11ef8297,135.0,74,Orthodox,1.65,53,2.96,41,1.03,44,55,2.6,125.0,66,Orthodox,2.58,41,2.46,64,0.77,40,72,0.4,12,11,0,17,7,0,69.0,66.0,37.0,40.0
Jimy Hettes,Marcus Brimage,UFC 152: Jones vs Belfort,fighter2,http://ufcstats.com/fight-details/147e0b1c64cb7ef0,145.0,71,Southpaw,3.47,57,3.5,57,5.2,44,61,1.4,135.0,71,Southpaw,3.97,35,3.64,56,0.56,100,80,0.0,11,3,0,7,7,0,69.0,64.0,37.0,39.0
Seth Baczynski,Simeon Thoresen,UFC 152: Jones vs Belfort,fighter1,http://ufcstats.com/fight-details/aa1db19806dfd62e,170.0,75,Orthodox,3.08,31,3.14,51,0.89,16,48,0.8,170.0,79,Orthodox,3.85,43,3.85,64,1.12,40,50,1.7,20,14,0,17,6,1,75.0,73.0,43.0,41.0
Sean Pierson,Lance Benoist,UFC 152: Jones vs Belfort,fighter1,http://ufcstats.com/fight-details/de1124dba8c1a1b0,170.0,76,Southpaw,3.84,39,3.73,64,0.39,18,66,0.4,170.0,72,Southpaw,3.68,51,2.7,56,1.5,33,61,0.0,14,6,0,7,2,0,72.0,71.0,49.0,36.0
Mitch Gagnon,Walel Watson,UFC 152: Jones vs Belfort,fighter1,http://ufcstats.com/fight-details/2aff05a835ed715e,135.0,65,Southpaw,2.76,46,2.21,61,1.16,25,65,1.9,135.0,75,Orthodox,2.1,29,3.79,43,0.0,0,61,1.4,12,5,0,14,10,0,65.0,71.0,40.0,40.0
Scott Jorgensen,John Albert,UFC on FOX: Henderson vs Diaz,fighter1,http://ufcstats.com/fight-details/f0cf2ca8e5c621a8,135.0,66,Orthodox,3.37,40,3.41,65,2.61,45,59,0.7,135.0,68,Orthodox,3.05,49,2.82,35,0.0,0,50,6.1,15,12,0,6,5,0,65.0,68.0,42.0,38.0
Leonard Garcia,Max Holloway,UFC 155: Dos Santos vs Velasquez II,fighter2,http://ufcstats.com/fight-details/a551d93167533459,145.0,68,Orthodox,2.77,24,4.79,52,0.3,26,42,0.5,145.0,69,Orthodox,7.16,47,4.76,59,0.25,53,83,0.3,18,13,1,26,8,0,70.0,71.0,45.0,33.0
Chris Cariaso,John Moraga,UFC 155: Dos Santos vs Velasquez II,fighter2,http://ufcstats.com/fight-details/fc9ec3a01d0129b6,125.0,64,Southpaw,3.35,43,2.23,61,1.11,39,57,0.8,125.0,66,Orthodox,2.57,43,2.55,56,0.62,23,44,1.1,17,8,0,19,7,0,63.0,66.0,43.0,41.0
Dennis Siver,Nam Phan,UFC on FOX: Henderson vs Diaz,fighter1,http://ufcstats.com/fight-details/41d1e163b930426b,145.0,70,Orthodox,3.87,32,2.67,65,0.87,32,65,0.3,135.0,70,Orthodox,4.52,37,6.55,59,0.18,18,60,0.2,23,11,0,21,17,0,66.0,66.0,46.0,42.0
Marcus LeVesseur,Abel Trujillo,UFC on FOX: Henderson vs Diaz,fighter2,http://ufcstats.com/fight-details/ed8944898353b526,155.0,70,Southpaw,2.55,64,3.7,37,3.89,36,83,0.6,155.0,70,Orthodox,2.65,41,2.31,59,2.18,45,40,0.4,22,7,0,15,8,0,69.0,68.0,42.0,41.0
Philip De Fries,Todd Duffee,UFC 155: Dos Santos vs Velasquez II,fighter2,http://ufcstats.com/fight-details/84500d5c1aba97a2,250.0,79,Orthodox,2.3,47,3.0,37,3.29,42,100,0.6,260.0,78,Orthodox,5.93,37,2.87,56,0.72,25,90,0.0,12,6,0,9,3,0,77.0,75.0,38.0,39.0
Wagner Prado,Ildemar Alcantara,UFC on FX: Belfort vs Bisping,fighter2,http://ufcstats.com/fight-details/c7ad34973f9d1cf6,205.0,74,Southpaw,1.72,40,3.06,50,0.0,0,22,0.0,185.0,78,Orthodox,1.93,38,2.63,50,2.0,68,81,0.9,12,3,0,21,11,0,72.0,74.0,38.0,42.0
Diego Nunes,Nik Lentz,UFC on FX: Belfort vs Bisping,fighter2,http://ufcstats.com/fight-details/302ce74d8b0d12a6,145.0,67,Orthodox,2.72,43,2.59,58,1.18,44,65,0.6,145.0,68,Orthodox,3.44,47,3.25,50,3.3,32,43,1.2,19,7,0,30,12,2,66.0,68.0,42.0,40.0
Ronny Markes,Andrew Craig,UFC on FX: Belfort vs Bisping,fighter1,http://ufcstats.com/fight-details/dff7ce155b47442c,185.0,75,Orthodox,2.17,53,2.43,45,3.13,40,100,0.5,170.0,76,Orthodox,2.39,40,3.01,50,0.53,37,72,0.0,17,5,0,9,4,0,73.0,73.0,36.0,39.0
Edson Barboza,Lucas Martins,UFC on FX: Belfort vs Bisping,fighter1,http://ufcstats.com/fight-details/470f6fdd47f671fd,145.0,75,Orthodox,4.11,44,4.65,56,0.45,50,72,0.1,145.0,72,Southpaw,2.87,35,4.14,60,0.0,0,76,0.5,24,12,0,19,3,0,71.0,72.0,39.0,36.0
Thiago Tavares,Khabib Nurmagomedov,UFC on FX: Belfort vs Bisping,fighter2,http://ufcstats.com/fight-details/7651b2e09ea2c420,145.0,70,Orthodox,2.0,40,2.31,62,3.83,42,62,1.5,155.0,70,Orthodox,4.1,48,1.75,65,5.32,48,84,0.8,21,7,1,29,0,0,67.0,70.0,40.0,36.0
Michael Johnson,Myles Jury,UFC 155: Dos Santos vs Velasquez II,fighter2,http://ufcstats.com/fight-details/85f67de8e9dc5689,155.0,73,Southpaw,4.23,39,3.8,58,0.61,40,81,0.0,145.0,73,Orthodox,2.94,42,2.16,66,2.16,55,50,0.3,24,19,0,17,4,0,70.0,70.0,38.0,36.0
Vitor Belfort,Michael Bisping,UFC on FX: Belfort vs Bisping,fighter1,http://ufcstats.com/fight-details/b51d691b9f5603a8,185.0,74,Southpaw,1.59,46,2.83,50,1.02,60,53,0.6,185.0,75,Orthodox,4.33,38,2.71,65,1.05,43,63,0.3,26,14,0,30,9,0,72.0,73.0,47.0,46.0
Daniel Sarafian,CB Dollaway,UFC on FX: Belfort vs Bisping,fighter2,http://ufcstats.com/fight-details/4d231d5d5f815085,185.0,73,Orthodox,2.23,46,3.1,58,0.36,7,53,0.7,185.0,76,Orthodox,2.65,47,2.58,54,3.55,54,62,1.2,10,6,0,17,9,0,69.0,74.0,42.0,41.0
Melvin Guillard,Jamie Varner,UFC 155: Dos Santos vs Velasquez II,fighter2,http://ufcstats.com/fight-details/0d4927585d0480fc,155.0,71,Orthodox,2.96,40,1.85,66,1.3,63,61,0.2,155.0,71,Orthodox,2.92,34,2.55,58,3.49,53,66,0.8,32,18,2,21,11,1,69.0,68.0,41.0,40.0
Gabriel Gonzaga,Ben Rothwell,UFC on FX: Belfort vs Bisping,fighter1,http://ufcstats.com/fight-details/2eeb1656692bd967,242.0,76,Orthodox,2.12,45,2.94,57,2.8,39,66,1.1,265.0,78,Orthodox,3.71,42,4.63,47,0.68,34,70,0.4,17,11,0,39,14,0,74.0,76.0,45.0,43.0
Yushin Okami,Alan Belcher,UFC 155: Dos Santos vs Velasquez II,fighter1,http://ufcstats.com/fight-details/23cdc3ef525ba8e4,170.0,75,Southpaw,2.06,38,2.25,60,1.98,39,84,0.5,185.0,75,Orthodox,2.7,41,3.1,59,0.44,26,55,0.9,34,12,0,18,8,0,74.0,74.0,43.0,40.0
Brad Pickett,Eddie Wineland,UFC 155: Dos Santos vs Velasquez II,fighter2,http://ufcstats.com/fight-details/5a65ffe3842ce2f2,135.0,68,Orthodox,3.02,31,4.63,55,2.47,44,58,0.4,135.0,69,Orthodox,3.4,29,3.76,68,0.34,33,86,0.1,25,14,0,24,16,1,66.0,67.0,46.0,40.0
Junior Dos Santos,Cain Velasquez,UFC 155: Dos Santos vs Velasquez II,fighter2,http://ufcstats.com/fight-details/02a373f6503b3530,238.0,77,Orthodox,4.49,47,3.33,56,0.3,50,81,0.1,240.0,77,Orthodox,6.37,57,2.33,57,5.13,45,85,0.4,21,9,0,14,3,0,76.0,73.0,41.0,42.0
Tim Boetsch,Constantinos Philippou,UFC 155: Dos Santos vs Velasquez II,fighter2,http://ufcstats.com/fight-details/526790a5b3c4b5a2,185.0,74,Orthodox,2.93,50,2.9,57,1.45,34,59,0.8,185.0,73,Orthodox,2.19,35,2.73,54,0.4,42,65,0.3,21,13,0,13,5,0,72.0,71.0,44.0,45.0
Reuben Duran,Hugo Viana,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,fighter2,http://ufcstats.com/fight-details/6463a48c9347a9f3,135.0,71,Orthodox,3.19,49,2.61,50,0.98,23,25,0.7,135.0,67,Orthodox,3.05,38,3.2,57,0.22,6,50,0.0,11,7,1,8,4,0,67.0,66.0,41.0,42.0
Jim Miller,Joe Lauzon,UFC 155: Dos Santos vs Velasquez II,fighter1,http://ufcstats.com/fight-details/5d7a720a2e2f4749,155.0,71,Southpaw,2.99,42,3.51,56,1.52,44,49,1.7,155.0,71,Orthodox,2.84,39,5.39,54,2.39,45,54,2.0,38,18,0,28,16,0,68.0,70.0,41.0,40.0
Chris Leben,Derek Brunson,UFC 155: Dos Santos vs Velasquez II,fighter2,http://ufcstats.com/fight-details/bab948352454f302,185.0,73,Southpaw,2.87,42,2.87,52,1.14,41,53,0.8,185.0,77,Southpaw,3.51,47,3.05,51,3.14,33,85,0.6,22,11,0,23,9,0,71.0,73.0,44.0,41.0
Jared Papazian,Tim Elliott,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,fighter2,http://ufcstats.com/fight-details/b43c83505edcd8fa,135.0,67,Southpaw,3.33,39,3.81,44,0.0,0,50,0.0,125.0,66,Southpaw,3.39,44,2.66,56,3.73,47,59,1.0,20,13,0,21,13,1,68.0,67.0,37.0,38.0
TJ Waldburger,Nick Catone,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,fighter1,http://ufcstats.com/fight-details/6b83234360b3ca62,170.0,75,Orthodox,2.02,51,2.39,40,3.03,46,40,4.8,185.0,72,Southpaw,2.11,44,2.32,63,3.71,44,83,0.5,16,9,0,10,4,0,71.0,72.0,36.0,43.0
Mike Pyle,James Head,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,fighter1,http://ufcstats.com/fight-details/1d20bba4aca5f81a,170.0,74,Orthodox,2.74,45,2.84,60,1.8,35,70,1.5,170.0,73,Orthodox,2.75,48,3.11,49,0.41,100,66,0.8,27,14,1,9,4,0,72.0,73.0,49.0,41.0
Vinc Pichel,Rustam Khabilov,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,fighter2,http://ufcstats.com/fight-details/12d17a837caeae63,155.0,72,Orthodox,3.62,46,3.05,55,2.78,54,25,0.2,155.0,73,Orthodox,1.98,34,2.16,65,3.95,41,61,0.1,14,4,0,24,4,0,70.0,68.0,42.0,38.0
Dustin Poirier,Jonathan Brookins,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,fighter1,http://ufcstats.com/fight-details/e88c59ad88e9dc27,155.0,72,Southpaw,5.3,50,4.33,52,1.24,36,64,1.3,145.0,74,Southpaw,2.69,39,3.63,56,1.94,17,80,0.3,30,9,0,16,10,0,69.0,72.0,36.0,39.0
Mike Pierce,Seth Baczynski,UFC on FX: Sotiropoulos vs Pearson,fighter1,http://ufcstats.com/fight-details/d4c85298623130de,170.0,71,Orthodox,2.62,42,2.36,62,3.08,42,71,0.2,170.0,75,Orthodox,3.08,31,3.14,51,0.89,16,48,0.8,17,7,0,20,14,0,68.0,75.0,44.0,43.0
Colton Smith,Mike Ricci,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,fighter1,http://ufcstats.com/fight-details/99c12cc04b4261bf,155.0,71,Orthodox,1.64,41,2.3,51,4.09,36,25,1.4,155.0,76,Southpaw,1.8,32,1.64,65,0.67,100,54,0.0,7,4,0,11,5,0,72.0,72.0,37.0,39.0
Brendan Loughnane,Mike Wilkinson,UFC on FX: Sotiropoulos vs Pearson,fighter2,http://ufcstats.com/fight-details/f82c414666fe934c,145.0,70,Switch,6.23,63,6.7,53,1.5,30,92,0.0,145.0,66,Orthodox,2.35,38,3.7,35,0.92,14,55,0.9,17,3,0,9,4,0,70.0,67.0,35.0,37.0
Roy Nelson,Matt Mitrione,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,fighter1,http://ufcstats.com/fight-details/5bcc7204a43cf34e,263.0,73,Orthodox,2.18,36,4.79,46,1.14,27,65,0.1,265.0,82,Switch,3.55,50,2.79,64,0.0,0,55,0.7,22,14,0,12,5,0,72.0,75.0,48.0,46.0
Chad Mendes,Yaotzin Meza,UFC on FX: Sotiropoulos vs Pearson,fighter1,http://ufcstats.com/fight-details/a6097fd4e77cb881,145.0,66,Orthodox,2.78,49,2.35,67,4.13,55,100,0.3,145.0,71,Orthodox,1.43,41,1.62,64,1.06,20,18,1.4,18,5,0,21,11,0,66.0,69.0,39.0,44.0
Hector Lombard,Rousimar Palhares,UFC on FX: Sotiropoulos vs Pearson,fighter1,http://ufcstats.com/fight-details/6834ae686aa0c588,185.0,71,Southpaw,3.02,46,3.35,53,1.69,48,77,0.5,170.0,71,Orthodox,1.75,51,2.04,59,3.93,45,0,4.1,34,10,1,19,8,0,69.0,68.0,47.0,45.0
George Sotiropoulos,Ross Pearson,UFC on FX: Sotiropoulos vs Pearson,fighter2,http://ufcstats.com/fight-details/e2bacdc395aa7b40,155.0,71,Orthodox,2.61,27,2.52,67,2.32,31,53,1.6,155.0,69,Orthodox,3.68,40,4.09,62,0.74,35,75,0.0,14,7,0,20,16,0,70.0,68.0,47.0,40.0
Daron Cruickshank,Henry Martinez,UFC on FOX: Henderson vs Diaz,fighter1,http://ufcstats.com/fight-details/5c36d760c7e272f5,155.0,72,Switch,2.88,38,2.98,57,2.04,41,60,0.2,155.0,69,Southpaw,2.79,25,4.01,60,0.0,0,80,0.0,18,10,0,9,4,0,68.0,67.0,39.0,41.0
Ramsey Nijem,Joe Proctor,UFC on FOX: Henderson vs Diaz,fighter1,http://ufcstats.com/fight-details/b57345c34f6d2ab3,155.0,75,Orthodox,3.05,44,1.62,62,5.32,62,55,1.1,155.0,72,Orthodox,3.39,36,3.93,59,0.0,0,70,1.8,9,6,0,11,5,0,71.0,70.0,36.0,39.0
Raphael Assuncao,Mike Easton,UFC on FOX: Henderson vs Diaz,fighter1,http://ufcstats.com/fight-details/b3e520f1092401c1,135.0,66,Orthodox,3.22,42,2.5,66,1.65,39,78,0.2,135.0,70,Southpaw,3.51,37,4.28,61,0.75,22,66,0.0,28,10,0,13,6,0,65.0,66.0,42.0,41.0
Mike Swick,Matt Brown,UFC on FOX: Henderson vs Diaz,fighter2,http://ufcstats.com/fight-details/405cbbcaa79db24b,170.0,77,Orthodox,2.36,37,2.29,54,1.06,50,61,0.6,170.0,75,Orthodox,3.76,55,2.92,55,1.68,46,63,1.3,15,6,0,26,19,0,73.0,72.0,45.0,44.0
Robert Whittaker,Brad Scott,UFC on FX: Sotiropoulos vs Pearson,fighter1,http://ufcstats.com/fight-details/d6b3c56a4cf14c1a,185.0,73,Orthodox,4.54,43,3.41,59,0.8,38,81,0.0,170.0,76,Orthodox,3.52,41,4.31,57,0.32,15,63,0.7,27,8,0,11,6,0,72.0,73.0,34.0,35.0
Yves Edwards,Jeremy Stephens,UFC on FOX: Henderson vs Diaz,fighter1,http://ufcstats.com/fight-details/9caaca5748ea9086,155.0,73,Southpaw,2.91,42,2.34,66,0.76,53,69,0.7,145.0,71,Orthodox,3.17,40,3.05,58,1.16,38,65,0.4,42,22,1,28,19,0,69.0,69.0,48.0,38.0
